kettle,3
disgrace,1
favoured,1
five,18
again,139
step,1
cutting,1
'sit,2
anyhow,2
twenty-four,1
jubjub,1
shingle,1
doesn't,16
loud:,1
looks,1
tidy,4
logic,1
playing,3
doubtfully,4
gets,5
'repeat,1
shoes,7
stroking,1
places,3
dare,8
tell,63
before,64
cushion,2
17,1
woke,2
laughed,7
blew,5
worsted,5
ago:,1
dee,2
longed,2
'but,39
snoring,5
upside,1
fright,3
blue,2
be-e-e-etter,1
always,43
curly,1
drank,3
tale',1
knee,7
took,57
hears,1
simply,6
feet:,2
waiting',1
waited,15
purpose',1
try,26
law,1
one:,1
bread-knife',1
slice,3
particular,5
waking,4
pointing,7
consider,7
inventing,4
catch,7
complained,1
draw,8
helping,1
mountain-rill,1
chrysalis,1
puppy,6
'did,3
music',2
winked,1
this,247
ugh,1
duchess's,3
slippery,1
'anything,1
tin,1
gave,31
dainties,1
eggs,5
quickly,8
larger:,1
sawdust,1
inquisitively,1
fastening,1
usually,2
had,313
tillie,1
ten,8
sympathize,1
particularly,1
lobsters,6
declared,1
corkscrew,3
groaned,2
correct,1
mushroom',1
oddly,1
dish-cover,1
journey,4
'we,12
tumbles,1
advance,2
speaker',1
experiment,2
hare:,1
divided,3
outgrabe,4
expected,2
'hm,1
meet,8
lilys,1
poker,2
truthful,1
violently,5
chief,1
'whenever,1
pretexts,1
ring,5
fainting,1
i'll,26
half-past,3
clapping,3
echoed,1
pinched,2
covers,1
gladly,1
guilt',1
lobsters',1
pairs,2
question,24
him',3
monstrous,2
'change,1
fivepence,1
lewis,2
weak,3
execute,1
advertisements,1
hastily,23
decided,3
direction',2
hardly,23
arrived,1
dwindled,1
moon,2
enough',3
please:,1
furrow,1
dragon-fly,1
hatters,1
continued,12
ma',1
plenty,10
ear,20
singers,2
angry,10
poky,1
adventures,7
cucumber-frames,1
close,25
eyes,68
recognised,1
thanked,3
regular,7
handsome,2
anxious,9
fancying,1
court,16
railway',1
wandering,4
youve,25
then,181
whispered,11
crossly:,1
whiles',1
'boots,1
invitation,2
says,7
two:,2
alphabet,1
ninety,2
appearing,1
verdict,1
ham-sandwiches,1
bell-handle,1
desperate,2
further,10
sisters',1
uneasily,2
prisoner,4
feet',1
beckoning,1
small,14
fishes,10
important,5
flap,1
appear,2
wringing,2
serpent',3
warmth,1
earls,2
dyou,1
folding,1
ever',2
gate:,1
midst,1
farthing,1
needs,1
time,130
ours,1
true',1
kick,5
'you',1
returned,6
repeated:,1
pawns,1
scold,1
engraved,1
somewhere',2
himself:,1
rejoice,2
beak,2
rumbling,1
year,5
attention,2
jack-in-the-box,1
cabbages,1
redder,1
proves,2
chosen,2
yet,32
waiting,11
'either,1
shut,17
turned,34
assistance,1
gained,1
pretty,9
holly-leaves,1
flavour,1
child:,1
green:,1
its,182
skies,1
lies,1
sir,8
un-birthday,3
passionate,1
sounded,13
like:,1
laughing,5
strike,1
goats,1
'whoever,1
spectacles,4
hearing,5
voices,10
others',1
tones,2
hell,1
cares,2
righthand,1
pool,11
he'll,1
sides,5
open:,1
'treacle',2
ye,1
you:,1
travel,1
edition,2
less',1
talking',1
hurt,9
advantage',1
mineral,2
breathe',2
contempt,2
dinah'll,1
whisper,11
whether,23
fight,12
telescope,3
completed,1
much',7
cat's,2
queen',3
lest,1
finds,1
better,42
uninteresting,1
stopping,3
